Lp;Kod;Nazwa;Ilość;Wartość magazynowa;Wartość magazynowa 1;Ostatnia zakupu [netto];Ostatnia zakupu [netto] 1;Detal [netto] [PLN];Detal [netto] [PLN] 1;Detal [brutto] [PLN];Detal [brutto] [PLN] 1;% narzutu;Mag.;Chodliwość:Towar
1993;05149;Lalka bobas j.polski 877370;13;123.11;PLN;9.47; PLN;13.45;PLN;16.54;PLN;42,03%;8A;A
1994;01101;LALKA BALOWA  /G075791/;0;0;PLN;13.5; PLN;18.77;PLN;23.09;PLN;39,04%;0;A
1995;04308;LALKA 969277;0;0;PLN;8.11; PLN;10.96;PLN;13.48;PLN;35,14%;0;A
1996;04307;LALKA 969260;0;0;PLN;10.36; PLN;14;PLN;17.22;PLN;35,14%;0;A
1997;04306;LALKA 969253;0;0;PLN;11.69; PLN;15.8;PLN;19.43;PLN;35,16%;0;A
1998;00911;LALKA 8SUKIENEK + AKC. 256405,564053,289778, 1070082;0;0;PLN;9.5; PLN;13.32;PLN;16.38;PLN;40,21%;0;A
1999;03320;Lalka 6 wz. 201446;0;0;PLN;3.08; PLN;4.55;PLN;5.6;PLN;47,73%;0;A
2000;04035;Lalka 6 szt. display 996255;0;0;PLN;6.78; PLN;10;PLN;12.3;PLN;47,49%;0;A
2001;73567;Lalka 5682A-2 422823;70;469;PLN;6.7; PLN;8.93;PLN;10.98;PLN;33,28%;9D;A
2002;73566;Lalka 558-C 417317;0;0;PLN;9.75; PLN;12.97;PLN;15.95;PLN;33,03%;0;A
2003;03015;Lalka 471964;10;90;PLN;9; PLN;13;PLN;15.99;PLN;44,44%;5C;A
2004;02702;LALKA 4 dzw: 14' /MPH8436/084399/;0;0;PLN;16.74; PLN;23.77;PLN;29.24;PLN;42,00%;0;A
2005;00408;"LALKA 12 DZW. 16"" PIJE/SIUSIA /MPH08436/        084368";0;0;PLN;23.01; PLN;32.21;PLN;39.62;PLN;39,98%;9;A
2006;00915;Lalka 11.5 inch403491;169;468.13;PLN;2.77; PLN;3.98;PLN;4.89;PLN;43,68%;2D;D
2007;01604;Lalka 11.5 inch tuba 401060;9;36.9;PLN;4.1; PLN;5.82;PLN;7.16;PLN;41,95%;8C;D
2008;02590;"LALKA 11"" SOFIA 966074";0;0;PLN;3.95; PLN;5.65;PLN;6.95;PLN;43,04%;0;A
2009;01866;"LALKA 11""  ""SPARKIE""  225877";0;0;PLN;2.29; PLN;3.24;PLN;3.99;PLN;41,48%;0;A
2010;01377;LALKA 094516;0;0;PLN;8.27; PLN;11.33;PLN;13.94;PLN;37,00%;0;A
2011;02852;Lalka + ubranka 008132;0;0;PLN;6; PLN;8.53;PLN;10.49;PLN;42,17%;2;A
2012;04037;Lalka + akc.  /537734/;0;0;PLN;3.95; PLN;5.53;PLN;6.8;PLN;40,00%;0;A
2013;00611;LALKA + 4 SUKIENKI /961849/                     618490;0;0;PLN;3.25; PLN;4.56;PLN;5.61;PLN;40,31%;0;A
2014;01855;LALKA + 30  SUKIENEK  /034956/                  349560;0;0;PLN;16; PLN;21.65;PLN;26.63;PLN;35,31%;9;A
2015;01170;LALKA + 11 SUKIENEK,AKC. /TG219703/             803594;0;0;PLN;14.56; PLN;20.68;PLN;25.44;PLN;42,03%;0;A
2016;2539;LALKA + 10 SUKIENEK+AKCESORIA /153614/          536143;0;0;PLN;11.35; PLN;16.2;PLN;19.93;PLN;42,73%;0;D
2017;02973;Lalka /995270/;0;0;PLN;9.53; PLN;13.53;PLN;16.64;PLN;41,97%;0;A
2018;00420;Lalka /994100/;0;0;PLN;17.99; PLN;25.01;PLN;30.76;PLN;39,02%;0;A
2019;03124;Lalka /164907/;0;0;PLN;3.76; PLN;5.56;PLN;6.84;PLN;47,87%;5;A
2020;00433;"Lalka ""Magiczna baletnica"" 29cm /display 12szt/ 300697";0;0;PLN;4.95; PLN;7.03;PLN;8.65;PLN;42,02%;0;D
2021;05506;Lalka 996710;0;0;PLN;9.62; PLN;13.81;PLN;16.99;PLN;43,56%;0;A
2022;03053;Lalka 995937;0;0;PLN;5.89; PLN;8.36;PLN;10.28;PLN;41,94%;0;A
2023;02046;Lalka 989954;24;207.6;PLN;8.65; PLN;12.28;PLN;15.1;PLN;41,97%;9C;D
2024;03363;Lalka 984460, 980004;77;665.28;PLN;8.82; PLN;12.52;PLN;15.4;PLN;41,95%;5A;D
2025;05591;Lalka 973911;0;0;PLN;9.94; PLN;14.14;PLN;17.39;PLN;42,25%;0;A
2026;02251;Lalka 910009;29;130.21;PLN;4.49; PLN;6.38;PLN;7.85;PLN;42,09%;7C;D
2027;04042;Lalka 892008;24;185.76;PLN;7.74; PLN;11.05;PLN;13.59;PLN;42,76%;8C;D
2028;05553;Lalka 707376, 170700;58;555;PLN;9.5; PLN;13.98;PLN;17.19;PLN;47,16%;5B;A
2029;05625;Lalka 564008;5;50.7;PLN;10.14; PLN;14.22;PLN;17.49;PLN;40,24%;9A;A
2030;05507;Lalka 515474;0;0;PLN;7.54; PLN;10.98;PLN;13.5;PLN;45,62%;0;A
2031;02701;Lalka 487629;0;0;PLN;7.53; PLN;11.79;PLN;14.5;PLN;56,57%;0;A
2032;01779;Lalka 410388;68;300.56;PLN;4.42; PLN;6.34;PLN;7.8;PLN;43,44%;7C;D
2033;05528;Lalka 389670;1;9.52;PLN;9.52; PLN;13.57;PLN;16.69;PLN;42,54%;0;A
2034;05523;Lalka 341644;0;0;PLN;7.05; PLN;10.07;PLN;12.39;PLN;42,84%;0;A
2035;04034;Lalka 30961, 074510;0;0;PLN;4.6; PLN;6.5;PLN;7.99;PLN;41,30%;0;A
2036;04169;Lalka 285605;0;0;PLN;10; PLN;14.22;PLN;17.49;PLN;42,20%;0;D
2037;02212;Lalka 160000,160006;9;53.82;PLN;5.98; PLN;8.49;PLN;10.44;PLN;41,97%;9D;D
2038;02692;Lalka 153455;17;68;PLN;4; PLN;5.72;PLN;7.04;PLN;43,00%;7C;A
2039;05529;Lalka 147351;25;268.5;PLN;10.74; PLN;15.36;PLN;18.89;PLN;43,02%;9E;A
2040;05199;Lalka 094516;25;190;PLN;7.6; PLN;10.79;PLN;13.27;PLN;41,97%;5B;A
2041;05525;Lalka 070148;0;0;PLN;4.26; PLN;6.09;PLN;7.49;PLN;42,96%;0;A
2042;02211;Lalka 060002;16;190.4;PLN;11.9; PLN;16.9;PLN;20.79;PLN;42,02%;9C;D
2043;05056;Lalka 043842;12;129.24;PLN;10.77; PLN;15.41;PLN;18.95;PLN;43,08%;8A;A
2044;03707;Lalka 018327;6;104.04;PLN;17.34; PLN;24.3;PLN;29.89;PLN;40,14%;5A;D
2045;25391;Lalka ;0;0;PLN;2; PLN;2.95;PLN;3.63;PLN;47,50%;9K;A
2046;04328;LALKA                                           119530;0;0;PLN;4.73; PLN;6.4;PLN;7.87;PLN;35,31%;0;A
2047;14462;LALKA;0;0;PLN;9.24; PLN;12.26;PLN;15.08;PLN;32,68%;1;A
2048;03576;Laleczki /TAT2068-19/393500/;0;0;PLN;2.9; PLN;4.03;PLN;4.96;PLN;38,97%;0;A
2049;01251;Laleczki - bobasy z akc. /6 szt. w op./ 200883;0;0;PLN;7.29; PLN;10.37;PLN;12.75;PLN;42,25%;0;D
2050;03424;Laleczka z pieskiem 146925;2;13.78;PLN;6.89; PLN;9.78;PLN;12.03;PLN;41,94%;2C;D
2051;04821;Laleczka z garderobą i akcesoriami 205543;17;146.03;PLN;8.59; PLN;12.19;PLN;14.99;PLN;41,91%;2A;A
2052;00271;Laleczka Sally 313147;39;156;PLN;4; PLN;5.68;PLN;6.99;PLN;42,00%;0;D
2053;00088;Laleczka Sally - Zestaw z pieskiem 313178;7;69.37;PLN;9.91; PLN;14.07;PLN;17.31;PLN;41,98%;7R;D
2054;00772;Laleczka Sally - Zestaw różowa kuchnia 313161;7;70.56;PLN;10.08; PLN;14.31;PLN;17.6;PLN;41,96%;7C;D
2055;00624;Laleczka Sally - Zestaw Niebieska Kuchnia 313154;8;88.56;PLN;11.07; PLN;15.72;PLN;19.34;PLN;42,01%;7R;D
2056;05622;Laleczka mini z pieskiem 146888;6;28.8;PLN;4.8; PLN;6.82;PLN;8.39;PLN;42,08%;0;A
2057;00007;LADOWARKA 29CM /548784/                         487847;18;215.1;PLN;11.95; PLN;16.16;PLN;19.88;PLN;35,23%;9F;A
2058;75673;"Kuter ""Patrol"" 047212";5;35.95;PLN;7.19; PLN;9.49;PLN;11.67;PLN;31,99%;1B;A
2059;03019;KUSZA NA KARCIE 43X28CM. /92663/NC              992663;0;0;PLN;3.96; PLN;5.66;PLN;6.96;PLN;42,93%;0;A
2060;05024;Kusza drewnina;0;0;PLN;6.95; PLN;9.38;PLN;11.54;PLN;34,96%;4;A
2061;04276;KUSZA;1;3.78;PLN;3.78; PLN;5.11;PLN;6.28;PLN;35,19%;9;A
2062;01794;Kulki żelowe mix kolorów 967150;18;21.78;PLN;1.21; PLN;1.86;PLN;2.29;PLN;53,72%;1F;D
2063;05147;Kulki wodne 879459;8;12.96;PLN;1.62; PLN;2.03;PLN;2.5;PLN;25,31%;1F;A
2064;00063;KULKI WODNE  X20 805727;39;132.6;PLN;3.4; PLN;4.84;PLN;5.95;PLN;42,35%;7R;A
2065;00524;KULKI W GRANACIE  X24 ;0;0;PLN;1.83; PLN;2.44;PLN;3;PLN;33,33%;0;A
2066;74523;Kulki Srebrne 6mm 719565;0;0;PLN;2.43; PLN;3.24;PLN;3.99;PLN;33,33%;0;A
2067;04264;KULKI GRANAT;0;0;PLN;1.82; PLN;2.47;PLN;3.04;PLN;35,71%;0;A
2068;70955;Kulki do pistoletów / 24 szt. w op./ 988656;384;587.52;PLN;1.53; PLN;2.03;PLN;2.5;PLN;32,68%;1A;D
2069;34241;KULKI DO PISTOLETÓW;0;0;PLN;1.5; PLN;1.99;PLN;2.45;PLN;32,67%;1;A
2070;34240;KULKI DO PISTOLETÓW;0;0;PLN;2; PLN;2.52;PLN;3.1;PLN;26,00%;1F;A
2071;71691;Kulki 812P 6mm bezszwowe 843407;65;156.65;PLN;2.41; PLN;3.09;PLN;3.8;PLN;28,22%;5A;D
2072;74461;Kulki 800szt opakowanie707167, 262312;0;0;PLN;18.29; PLN;24.38;PLN;29.99;PLN;33,30%;0;A
2073;70394;Kulki 6 mm granat mały 800-4;0;0;PLN;1.46; PLN;1.87;PLN;2.3;PLN;28,08%;2A;D
2074;14460;KULKI 6 MM 1000 SZT;3;5.28;PLN;1.76; PLN;2.51;PLN;3.09;PLN;42,61%;1;A
2075;04287;KULKI;0;0;PLN;1.39; PLN;1.67;PLN;2.05;PLN;20,14%;0;A
2076;04286;KULKI;0;0;PLN;1.15; PLN;1.62;PLN;1.99;PLN;40,87%;1;A
2077;05227;Kula z kitą 964005;0;0;PLN;4.02; PLN;5.81;PLN;7.15;PLN;44,53%;8;A
2078;03677;KULA SFERA MNJ. W FOLII  /MPA31959/             319590;10;40.6;PLN;4.06; PLN;5.64;PLN;6.94;PLN;38,92%;9D;A
2079;05117;Kula sfera   301267;0;0;PLN;3.79; PLN;5.12;PLN;6.3;PLN;35,09%;7;A
2080;XXXX;KULA ROZKłADANA DUżA;0;0;PLN;4.49; PLN;6.06;PLN;7.45;PLN;34,97%;1;A
2081;4439;KULA NA BATERIE                                 007968;0;0;PLN;4.5; PLN;6.09;PLN;7.49;PLN;35,33%;0;D
2082;00525;KULA MAGICZNA  X 12SZT /G076031/                970330;0;0;PLN;2.07; PLN;2.93;PLN;3.61;PLN;41,55%;0;A
2083;04543;Kula magiczna;0;0;PLN;4.52; PLN;4.52;PLN;5.56;PLN;0,00%;0;A
2084;02477;Kula grzechotka 398918;9;42.66;PLN;4.74; PLN;6.71;PLN;8.25;PLN;41,56%;7C;A
2085;03090;Kula grzechotka 398901, 817300;0;0;PLN;2.69; PLN;3.79;PLN;4.66;PLN;40,89%;8C;A
2086;04363;KUFEREK                                         002202;1;42.38;PLN;42.38; PLN;55.16;PLN;67.85;PLN;30,16%;0;A
2087;00542;Kucyk w jajku 12.5cm 300544;0;0;PLN;5.52; PLN;7.84;PLN;9.64;PLN;42,03%;0;A
2088;00938;Kucyk 7cm w jajku 300537;4;9.16;PLN;2.29; PLN;3.08;PLN;3.79;PLN;34,50%;0;A
2089;03749;KUCHNIA Z AKC./630548/ZR008-87A/;0;0;PLN;25.99; PLN;35.16;PLN;43.25;PLN;35,28%;0;A
2090;02481;KUCHNIA WIELOFUNKCYJNA 100CM. /MR/        ;0;0;PLN;53.91; PLN;67.48;PLN;83;PLN;25,17%;0;A
2091;02325;KUCHNIA ŚW/DZW. 63X45CM. /ZR661-51/             096691;0;0;PLN;39.55; PLN;54.21;PLN;66.68;PLN;37,07%;0;A
2092;03614;KUCHNIA /6305531/ZR008-97A/;0;0;PLN;25.99; PLN;36.91;PLN;45.4;PLN;42,02%;0;A
2093;05354;Kuchnia /103410/;0;0;PLN;26.56; PLN;36.65;PLN;45.08;PLN;37,99%;0;A
2094;02431;KUCHNIA (SWIATŁO,DZWIĘK) NO.3151 /G014207/      908494;0;0;PLN;23.21; PLN;32.4;PLN;39.85;PLN;39,60%;0;A
2095;12504;Kuchenka 980295;3;48;PLN;16; PLN;20.8;PLN;25.58;PLN;30,00%;4;A
2096;00099;KUBEK ZE SŁOMKĄ 180ML. /PB8203/                 085107;2;9.36;PLN;4.68; PLN;5.45;PLN;6.7;PLN;16,45%;2;A
2097;04263;Kubeczki piramidka z autkiem 303803;3;10.35;PLN;3.45; PLN;5.28;PLN;6.49;PLN;53,04%;0;A
2098;00728;Ktoś TY ? 301539;3;45.6;PLN;15.2; PLN;20.22;PLN;24.87;PLN;33,03%;0;A
2099;05148;Księżyc muzyczna zabawka 308075;10;96.5;PLN;9.65; PLN;14.23;PLN;17.5;PLN;47,46%;8A;A
2100;05248;Królik Nina z szalem różowym 30cm /044655/;0;0;PLN;15.26; PLN;19.84;PLN;24.4;PLN;30,01%;;A
2101;01075;Królewna Śnieżka - Legenda o Smok Wawelski  /324146/;1;8.5;PLN;8.5; PLN;11.73;PLN;14.43;PLN;38,00%;0;A
2102;00617;Krokodyl gumowy z piszczkiem /display 12szt/ 402418;8;17.12;PLN;2.14; PLN;3.04;PLN;3.74;PLN;42,06%;0;D
2103;10777;Kręgle w koszyku;5;36.9;PLN;7.38; PLN;9.84;PLN;12.1;PLN;33,33%;4;D
2104;32732;Kręgle Maxi 6+1 /050483/;0;0;PLN;12.83; PLN;16.9;PLN;20.79;PLN;31,72%;0;A
2105;00039;KRĘGLE MAŁE /TOYS/                              306084;0;0;PLN;7.02; PLN;9.48;PLN;11.66;PLN;35,04%;0;A
2106;10222;Kręgle Duże;2;18.9;PLN;9.45; PLN;12.6;PLN;15.5;PLN;33,33%;4;D
2107;04374;KREDA DO ASFALTU                                68768;31;71.61;PLN;2.31; PLN;3.12;PLN;3.84;PLN;35,06%;8A;A
2108;05129;Kreda 112869;0;0;PLN;0.45; PLN;0.69;PLN;0.85;PLN;53,33%;0;A
2109;00783;KÓŁKO NADM.51CM.-HELLO KITTY /SP56200/          562008;0;0;PLN;3.33; PLN;4.8;PLN;5.91;PLN;44,14%;0;A
2110;00419;Kowboje Strażacy 300419;4;40.68;PLN;10.17; PLN;13.53;PLN;16.64;PLN;33,04%;0;A
2111;2750;KOTEK B/O.CHODZI ŚW.  /TG372637/                801835;0;0;PLN;6.05; PLN;7.26;PLN;8.93;PLN;20,00%;0;D
2112;04243;KOSZYKÓWKA;8;60.64;PLN;7.58; PLN;10.28;PLN;12.64;PLN;35,62%;9A;A
2113;04261;KOSZYKÓWKA;12;138.84;PLN;11.57; PLN;15.69;PLN;19.3;PLN;35,61%;8C;A
2114;04105;Kostki do gry 134922;22;25.3;PLN;1.15; PLN;1.63;PLN;2;PLN;41,74%;0;A
2115;00527;Kostka średnia 968027;275;294.25;PLN;1.07; PLN;1.54;PLN;1.89;PLN;43,93%;9B;D
2116;05173;Kostka magiczna 923794/810486/;0;0;PLN;0.9; PLN;1.35;PLN;1.66;PLN;50,00%;8;A
2117;01722;Kostka magiczna 990277;14;30.52;PLN;2.18; PLN;3.08;PLN;3.79;PLN;41,28%;2C;D
2118;01972;Kostka magiczna 967075;0;0;PLN;1.21; PLN;1.78;PLN;2.19;PLN;47,11%;0;A
2119;02029;Kostka magiczna 926658;18;52.92;PLN;2.94; PLN;4.2;PLN;5.17;PLN;42,86%;2C;A
2120;01772;Kosmita do ściskania /12szt w display/ 405841;0;0;PLN;1.76; PLN;2.55;PLN;3.14;PLN;44,89%;1;D
2121;10158;Kosiarka z kulkami;6;114;PLN;19; PLN;22.8;PLN;28.04;PLN;20,00%;4;D
2122;05189;Kosiarka z bańkami 60915;0;0;PLN;18.82; PLN;26.72;PLN;32.87;PLN;41,98%;0;A
2123;00870;KOSIARKA DO TRAWY  /SYP/                        300095;0;0;PLN;13; PLN;14.97;PLN;18.41;PLN;15,15%;1;A
2124;12812;Kosiarka 2;4;56;PLN;14; PLN;16.8;PLN;20.66;PLN;20,00%;4;A
2125;02181;Koraliki zestaw Sowa 311761;11;81.73;PLN;7.43; PLN;10.69;PLN;13.15;PLN;43,88%;7C;D
2126;01847;Koraliki Zestaw 311679;3;21;PLN;7; PLN;10.08;PLN;12.4;PLN;44,00%;0;D
2127;03011;Koraliki do nawlekania 977728;0;0;PLN;1.76; PLN;2.59;PLN;3.19;PLN;47,16%;0;D
2128;02635;Koraliki 136674;2;5.34;PLN;2.67; PLN;3.78;PLN;4.65;PLN;41,57%;0;A
2129;02407;KOPARKO - SPYCHACZ /SYP/  SIATKA                300217;0;0;PLN;16; PLN;18.42;PLN;22.66;PLN;15,13%;1;A
2130;00921;KOPARKA NO.312  40CM./60328/  KLOSZ             960328;0;0;PLN;14.11; PLN;19.05;PLN;23.43;PLN;35,01%;9;A
2131;03251;KOPARKA na radio /TG364150/ 803198/;0;0;PLN;28.02; PLN;37.83;PLN;46.53;PLN;35,01%;0;A
2132;05167;Koparka na kołach 992939,94049;0;0;PLN;7.41; PLN;10.3;PLN;12.67;PLN;39,00%;8;A
2133;05601;Koparka na kabel 192377;2;28.94;PLN;14.47; PLN;21.42;PLN;26.35;PLN;48,03%;0;A
2134;15038;Koparka mała;4;140;PLN;35; PLN;45.5;PLN;55.97;PLN;30,00%;4;A
2135;75228;Koparka duża na napęd 0045569;0;0;PLN;12.84; PLN;16.71;PLN;20.55;PLN;30,14%;4;A
2136;15039;Koparka Duza;0;0;PLN;55; PLN;68.75;PLN;84.56;PLN;25,00%;4;A
2137;04212;Koparka 93554/993554/;0;0;PLN;5.99; PLN;8.27;PLN;10.17;PLN;38,06%;0;A
2138;02841;KOPARKA 45CM.  KLOSZ 48362,273440;0;0;PLN;10.68; PLN;15.2;PLN;18.69;PLN;42,32%;0;A
2139;04144;Koparka 40cm worek 404399;6;39.72;PLN;6.62; PLN;9.4;PLN;11.56;PLN;41,99%;2A;D
2140;01978;Koparka 30cm worek 403286;11;85.91;PLN;7.81; PLN;11.09;PLN;13.64;PLN;42,00%;1B;D
2141;03200;Koparka 23cm worek 403873;22;73.48;PLN;3.34; PLN;4.74;PLN;5.83;PLN;41,92%;8C;D
2142;02159;Koparka 997825 ;1;5.6;PLN;5.6; PLN;7.95;PLN;9.78;PLN;41,96%;0;D
2143;05171;Koparka 997771;0;0;PLN;6.48; PLN;9.23;PLN;11.35;PLN;42,44%;0;A
2144;04207;KOPARKA                                         993165;0;0;PLN;11.61; PLN;16.02;PLN;19.7;PLN;37,98%;0;A
2145;00147;KOŃ W WORKU 005930;0;0;PLN;3.51; PLN;4.74;PLN;5.83;PLN;35,04%;0;A
2146;71503;Koń na biegunach - funkcje 801750;0;0;PLN;59.15; PLN;80.48;PLN;98.99;PLN;36,06%;0;D
2147;00634;KOŃ NA BIEGUNACH-DZWIĘK /Z4238/                 973584;0;0;PLN;70.14; PLN;103.54;PLN;127.36;PLN;47,62%;0;A
2148;00632;KOŃ NA BIEGUNACH-DZWIĘK /Z4237/    ŁATY         973577;0;0;PLN;70.63; PLN;100.53;PLN;123.65;PLN;42,33%;0;A
2149;02116;Koń flokowany + 2 małe 800814;44;295.24;PLN;6.71; PLN;9.5;PLN;11.69;PLN;41,58%;8C;A
2150;05200;Koń flokowany 877288;36;388.44;PLN;10.79; PLN;15.33;PLN;18.85;PLN;42,08%;8A;A
2151;04056;Koń dla Barbie /109357/;6;73.98;PLN;12.33; PLN;17.26;PLN;21.23;PLN;39,98%;8C;A
2152;04057;Koń dla Barbie /109340/;0;0;PLN;12.62; PLN;17.67;PLN;21.73;PLN;40,02%;0;A
2153;05331;Koniki na blistrze /805918/;0;0;PLN;4.71; PLN;6.55;PLN;8.06;PLN;39,07%;1;A
2154;04441;KONIK ZEWSTAW                                   006589;0;0;PLN;5.3; PLN;7.16;PLN;8.81;PLN;35,09%;0;A
2155;14230;KONIK Z PLUSZU;0;0;PLN;7; PLN;9.77;PLN;12.02;PLN;39,57%;0;A
2156;01252;Konik z maleństwem i akcesoriami 399113;12;91.56;PLN;7.63; PLN;10.85;PLN;13.35;PLN;42,20%;2B;A
2157;02090;Konik z akcesoriami /display 12szt/ 404899;40;98;PLN;2.45; PLN;3.48;PLN;4.28;PLN;42,04%;1D;D
2158;02380;Konik z akc. do czesania 203433;19;114;PLN;6; PLN;8.53;PLN;10.49;PLN;42,17%;1A;D
2159;02740;Konik z akc. BOX 393562;0;0;PLN;3.19; PLN;4.31;PLN;5.3;PLN;35,11%;0;A
2160;02438;Konik z akc. 203426;0;0;PLN;3.37; PLN;4.87;PLN;5.99;PLN;44,51%;2A;D
2161;05289;Konik świecący  /119899/;0;0;PLN;5.56; PLN;7.73;PLN;9.51;PLN;39,03%;0;A
2162;02370;Konik przeźroczysty ze św. /12 szt. w op./ 399441;0;0;PLN;4.54; PLN;6.46;PLN;7.95;PLN;42,29%;0;D
2163;04336;KONIK NA BLISTRZE                               106554;0;0;PLN;2.46; PLN;3.33;PLN;4.09;PLN;35,37%;0;A
2164;4445;KONIK NA BATERIE                                005187;0;0;PLN;8; PLN;10.81;PLN;13.3;PLN;35,13%;8;D
2165;04189;Konik morski gniotek /12 szt. w op./311242;0;0;PLN;1.79; PLN;2.59;PLN;3.19;PLN;44,69%;0;D
2166;02451;Konik flokowany rodzinka 800807/403473;0;0;PLN;5.51; PLN;7.93;PLN;9.75;PLN;43,92%;2A;A
2167;01084;KONIK + akc. do czesania 395726;0;0;PLN;5.77; PLN;8.37;PLN;10.3;PLN;45,06%;2C;A
2168;00872;Konik 822533;18;213.66;PLN;11.87; PLN;16.87;PLN;20.75;PLN;42,12%;1E;D
2169;03034;Konik 813708;0;0;PLN;8.39; PLN;12.08;PLN;14.86;PLN;43,98%;0;A
2170;02093;Konik 140572;0;0;PLN;7.03; PLN;9.99;PLN;12.29;PLN;42,11%;0;D
2171;05140;Konie flokowane;0;0;PLN;6.08; PLN;8.21;PLN;10.1;PLN;35,03%;0;A
2172;04570;Konic przezroczysty z akcesoriami 203303;36;181.08;PLN;5.03; PLN;7.14;PLN;8.78;PLN;41,95%;2A;A
2173;70231;Konewka duża 050469;47;62.51;PLN;1.33; PLN;1.66;PLN;2.04;PLN;24,81%;4;A
2174;70164;Komplet zamek z konewką 163063;33;161.7;PLN;4.9; PLN;6.38;PLN;7.85;PLN;30,20%;4;A
2175;05027;Komplet zamek 8 elementów z młynkiem;0;0;PLN;8.28; PLN;11.18;PLN;13.75;PLN;35,02%;4;A
2176;05031;Komplet zamek 5 elementów z młynkiem;0;0;PLN;6.68; PLN;9.02;PLN;11.09;PLN;35,03%;0;A
2177;05032;Komplet zamek 4 elementy;0;0;PLN;4.34; PLN;5.86;PLN;7.21;PLN;35,02%;4;A
2178;70625;Komplet Zamek + Piłka 163421;18;136.8;PLN;7.6; PLN;9.88;PLN;12.15;PLN;30,00%;4;D
2179;70165;Komplet zamek 163056;22;82.72;PLN;3.76; PLN;4.87;PLN;5.99;PLN;29,52%;4;A
2180;05028;Komplet kwiatek 5 elementów z młynkiem;0;0;PLN;7.18; PLN;9.69;PLN;11.92;PLN;34,96%;4;A
2181;05030;Komplet kwiatek 4 elementy;1;4.93;PLN;4.93; PLN;6.66;PLN;8.19;PLN;35,09%;0;A
2182;12117;Komplet kuchenny 980561;11;176;PLN;16; PLN;20.8;PLN;25.58;PLN;30,00%;4;A
2183;04360;KOMPLET KONIECZYNKA RÓŻ                         000833;0;0;PLN;2.44; PLN;3.5;PLN;4.31;PLN;43,44%;0;A
2184;04359;KOMPLET KONIECZYNKA                           000833;0;0;PLN;2.44; PLN;3.17;PLN;3.9;PLN;29,92%;9A;A
2185;04361;KOMPLET KONIECZYNKA                             000857;0;0;PLN;1.82; PLN;2.37;PLN;2.91;PLN;30,22%;0;A
2186;05034;Komplet koniczynka 4 elementy;0;0;PLN;1.82; PLN;2.46;PLN;3.03;PLN;35,16%;0;A
2187;05033;Komplet kogucik 3 elementy;0;0;PLN;1.56; PLN;2.11;PLN;2.6;PLN;35,26%;4;A
2188;70629;Komplet Karbowany z Młynkiem ;15;121.2;PLN;8.08; PLN;10.5;PLN;12.92;PLN;29,95%;4;D
2189;70161;Komplet karbowany z konewką 163018;15;87.15;PLN;5.81; PLN;7.55;PLN;9.29;PLN;29,95%;4;A
2190;70160;Komplet karbowany 163001;28;130.76;PLN;4.67; PLN;6.09;PLN;7.49;PLN;30,41%;4;A
2191;70050;Komplet do prasowania 000155;20;138;PLN;6.9; PLN;9.2;PLN;11.32;PLN;33,33%;1A;A
2192;10195;Komplet do piasku Krecik;0;0;PLN;3.96; PLN;5.28;PLN;6.49;PLN;33,33%;0;D
2193;04458;Kombajn378566, 874508, ;0;0;PLN;7.07; PLN;10.18;PLN;12.52;PLN;43,99%;9A;A
2194;4426;KOMBAJN WIELKI                                  005070;0;0;PLN;26; PLN;30.93;PLN;38.05;PLN;18,96%;5;D
2195;70816;Kombajn mały do kukurydzy 34CM. 6275457, 00238,751570,754661,961097;11;137.06;PLN;12.46; PLN;16.57;PLN;20.38;PLN;32,99%;9F;A
2196;3780;KOMBAJN MAŁY 2 WZORY  /92946/NC           76175,992946;0;0;PLN;3.77; PLN;5.1;PLN;6.27;PLN;35,28%;0;D
2197;04366;Kombajn mały 876175;0;0;PLN;3.79; PLN;5.49;PLN;6.75;PLN;44,85%;0;D
2198;01198;KOMBAJN KOLOR  /0488-146/  308384;0;0;PLN;8.85; PLN;11.06;PLN;13.6;PLN;24,97%;9;A
2199;01747;KOMBAJN HARVESTER MAŁY-ZBOŻE /2500002/    00026,500004;0;0;PLN;1.98; PLN;2.85;PLN;3.51;PLN;43,94%;7;A
2200;00082;Kombajn farm klosz  33143,904724,785662;34;255;PLN;7.5; PLN;10.65;PLN;13.1;PLN;42,00%;9E;D
2201;74545;Kombajn duży zboże 960304, 005070, 355452;17;419.58;PLN;24.79; PLN;34.14;PLN;41.99;PLN;37,72%;9A;A
2202;74546;KOMBAJN DUZY do kukurydzy 971183, 005087, 870425, 960311;21;520.59;PLN;24.79; PLN;34.14;PLN;41.99;PLN;37,72%;5C;A
2203;70817;Kombajn do zboża 34cm 754579, 395672, 961080;21;254.73;PLN;12.13; PLN;16.17;PLN;19.89;PLN;33,31%;9F;A
2204;05211;Kombajn /936181/;0;0;PLN;20.35; PLN;26;PLN;31.98;PLN;27,76%;8;A
2205;03680;KOMBAJN /92597X/;0;0;PLN;7.76; PLN;10.4;PLN;12.79;PLN;34,02%;0;A
2206;05210;Kombajn /745202/;0;0;PLN;20.35; PLN;26;PLN;31.98;PLN;27,76%;0;A
2207;05058;Kombajn 489390;0;0;PLN;7.6; PLN;10.8;PLN;13.29;PLN;42,11%;7;A
2208;04503;Kombajn 331450;0;0;PLN;7; PLN;10.24;PLN;12.59;PLN;46,29%;0;D
